datesold,price
02/20/2012 0:00,482500
02/20/2012 0:00,511000
02/20/2012 0:00,520000
02/20/2012 0:00,530000
02/20/2012 0:00,550000
02/20/2012 0:00,560000
02/20/2012 0:00,565000
02/20/2012 0:00,640000
02/20/2012 0:00,685000
02/21/2012 0:00,445000
02/21/2012 0:00,472000
02/21/2012 0:00,475000
02/21/2012 0:00,485000
02/21/2012 0:00,500000
02/21/2012 0:00,549000
02/21/2012 0:00,560000
02/21/2012 0:00,578000
02/21/2012 0:00,599000
02/21/2012 0:00,690000
02/21/2012 0:00,736000
02/22/2012 0:00,370500
02/22/2012 0:00,448000
02/22/2012 0:00,460000
02/22/2012 0:00,625000
02/22/2012 0:00,635000
02/22/2012 0:00,688000
02/23/2012 0:00,450000
02/23/2012 0:00,469000
02/23/2012 0:00,537000
02/23/2012 0:00,560000
02/23/2012 0:00,810000
02/24/2012 0:00,395000
02/24/2012 0:00,445000
02/24/2012 0:00,461000
02/24/2012 0:00,515000
02/24/2012 0:00,539000
02/24/2012 0:00,540000
02/24/2012 0:00,610000
02/24/2012 0:00,625000
02/25/2012 0:00,697000
02/27/2012 0:00,540000
02/28/2012 0:00,420000
02/28/2012 0:00,431000
02/28/2012 0:00,498000
02/28/2012 0:00,530000
02/28/2012 0:00,572500
02/28/2012 0:00,755000
02/29/2012 0:00,370000
02/29/2012 0:00,415000
02/29/2012 0:00,452000
02/29/2012 0:00,790000
03/01/2012 0:00,365000
03/01/2012 0:00,475000
03/01/2012 0:00,495000
03/01/2012 0:00,640000
03/01/2012 0:00,682500
03/01/2012 0:00,747500
03/02/2012 0:00,360000
03/02/2012 0:00,378000
03/02/2012 0:00,516500
03/02/2012 0:00,580000
03/02/2012 0:00,599000
03/02/2012 0:00,607000
03/02/2012 0:00,614000
03/02/2012 0:00,620000
03/02/2012 0:00,1300000
03/03/2012 0:00,375000
03/03/2012 0:00,496000
03/03/2012 0:00,995000
03/05/2012 0:00,370000
03/05/2012 0:00,396000
03/05/2012 0:00,435000
03/05/2012 0:00,463000
03/05/2012 0:00,538000
03/05/2012 0:00,559950
03/06/2012 0:00,440000
03/06/2012 0:00,450000
03/06/2012 0:00,535000
03/06/2012 0:00,615000
03/06/2012 0:00,617000
03/07/2012 0:00,353000
03/07/2012 0:00,440000
03/07/2012 0:00,446000
03/07/2012 0:00,470000
03/07/2012 0:00,510000
03/07/2012 0:00,515000
03/07/2012 0:00,529000
03/07/2012 0:00,615000
03/07/2012 0:00,796000
03/07/2012 0:00,855000
03/08/2012 0:00,380000
03/08/2012 0:00,445000
03/08/2012 0:00,490000
03/08/2012 0:00,495000
03/08/2012 0:00,510000
03/08/2012 0:00,535000
03/08/2012 0:00,560000
03/09/2012 0:00,378000
03/09/2012 0:00,428000
03/09/2012 0:00,450000
03/09/2012 0:00,470000
03/09/2012 0:00,518000
03/09/2012 0:00,575000
03/09/2012 0:00,610000
03/09/2012 0:00,635000
03/10/2012 0:00,416500
03/10/2012 0:00,710000
03/13/2012 0:00,405000
03/13/2012 0:00,435000
03/13/2012 0:00,490000
03/13/2012 0:00,590000
03/14/2012 0:00,433500
03/14/2012 0:00,495000
03/14/2012 0:00,651000
03/15/2012 0:00,350000
03/15/2012 0:00,366000
03/15/2012 0:00,445000
03/15/2012 0:00,450000
03/15/2012 0:00,458000
03/15/2012 0:00,505000
03/15/2012 0:00,560000
03/15/2012 0:00,803000
03/16/2012 0:00,405250
03/16/2012 0:00,422000
03/16/2012 0:00,500000
03/16/2012 0:00,615000
03/16/2012 0:00,632000
03/16/2012 0:00,1980000
03/17/2012 0:00,440000
03/17/2012 0:00,455000
03/17/2012 0:00,470000
03/17/2012 0:00,520000
03/17/2012 0:00,680000
03/17/2012 0:00,820000
03/17/2012 0:00,905000
03/19/2012 0:00,295000
03/19/2012 0:00,385000
03/19/2012 0:00,390000
03/19/2012 0:00,490000
03/19/2012 0:00,510000
03/19/2012 0:00,540000
03/19/2012 0:00,561000
03/19/2012 0:00,750000
03/19/2012 0:00,970000
03/19/2012 0:00,1060000
03/20/2012 0:00,377500
03/20/2012 0:00,410000
03/20/2012 0:00,420000
03/20/2012 0:00,660000
03/21/2012 0:00,380000
03/21/2012 0:00,399000
03/21/2012 0:00,475000
03/21/2012 0:00,475500
03/21/2012 0:00,590000
03/22/2012 0:00,420000
03/22/2012 0:00,425000
03/22/2012 0:00,480000
03/22/2012 0:00,540000
03/22/2012 0:00,625000
03/22/2012 0:00,870000
03/23/2012 0:00,380000
03/23/2012 0:00,389000
03/23/2012 0:00,405000
03/23/2012 0:00,435000
03/23/2012 0:00,532000
03/23/2012 0:00,635000
03/24/2012 0:00,600000
03/24/2012 0:00,910000
03/24/2012 0:00,1110000
03/24/2012 0:00,1380000
03/26/2012 0:00,440000
03/26/2012 0:00,443000
03/26/2012 0:00,449000
03/26/2012 0:00,455000
03/26/2012 0:00,760000
03/27/2012 0:00,416000
03/27/2012 0:00,425000
03/27/2012 0:00,452000
03/27/2012 0:00,473000
03/27/2012 0:00,1010000
03/28/2012 0:00,430000
03/28/2012 0:00,475000
03/28/2012 0:00,485000
03/28/2012 0:00,520000
03/28/2012 0:00,607000
03/28/2012 0:00,710000
03/29/2012 0:00,355000
03/29/2012 0:00,480000
03/29/2012 0:00,510000
03/29/2012 0:00,573000
03/29/2012 0:00,614000
03/29/2012 0:00,632500
03/29/2012 0:00,640000
03/29/2012 0:00,811000
03/29/2012 0:00,880000
03/30/2012 0:00,400000
03/30/2012 0:00,490000
03/30/2012 0:00,499000
03/30/2012 0:00,535000
03/30/2012 0:00,565000
03/30/2012 0:00,585000
03/30/2012 0:00,640000
03/30/2012 0:00,1525000
03/31/2012 0:00,435000
03/31/2012 0:00,450000
03/31/2012 0:00,460000
03/31/2012 0:00,485000
03/31/2012 0:00,562000
03/31/2012 0:00,1045000
04/02/2012 0:00,425000
04/02/2012 0:00,430000
04/02/2012 0:00,495000
04/02/2012 0:00,528000
04/03/2012 0:00,366000
04/03/2012 0:00,464000
04/03/2012 0:00,610000
04/03/2012 0:00,611000
04/04/2012 0:00,375000
04/04/2012 0:00,390000
04/04/2012 0:00,394000
04/04/2012 0:00,396991
04/04/2012 0:00,397500
04/04/2012 0:00,419000
04/04/2012 0:00,450000
04/04/2012 0:00,470000
04/04/2012 0:00,496000
04/04/2012 0:00,547000
04/05/2012 0:00,365000
04/05/2012 0:00,371000
04/05/2012 0:00,565000
04/05/2012 0:00,605000
04/05/2012 0:00,657500
04/05/2012 0:00,720000
04/05/2012 0:00,735000
04/05/2012 0:00,937500
04/05/2012 0:00,1295000
04/06/2012 0:00,963000
04/10/2012 0:00,380000
04/10/2012 0:00,411000
04/10/2012 0:00,415000
04/10/2012 0:00,442000
04/10/2012 0:00,540000
04/11/2012 0:00,398000
04/11/2012 0:00,416000
04/11/2012 0:00,470500
04/11/2012 0:00,535000
04/11/2012 0:00,550000
04/11/2012 0:00,615000
04/11/2012 0:00,620000
04/11/2012 0:00,869777
04/12/2012 0:00,480000
04/12/2012 0:00,520000
04/12/2012 0:00,680000
04/13/2012 0:00,395000
04/13/2012 0:00,450000
04/13/2012 0:00,460000
04/13/2012 0:00,600000
04/14/2012 0:00,395000
04/14/2012 0:00,510000
04/14/2012 0:00,900000
04/14/2012 0:00,901000
04/14/2012 0:00,960000
04/16/2012 0:00,445000
04/16/2012 0:00,445000
04/16/2012 0:00,625000
04/17/2012 0:00,480000
04/17/2012 0:00,522000
04/17/2012 0:00,575000
04/17/2012 0:00,610000
04/17/2012 0:00,690000
04/18/2012 0:00,314950
04/18/2012 0:00,395000
04/18/2012 0:00,500000
04/18/2012 0:00,627000
04/19/2012 0:00,374000
04/19/2012 0:00,400000
04/19/2012 0:00,420000
04/19/2012 0:00,467500
04/19/2012 0:00,487000
04/19/2012 0:00,531750
04/19/2012 0:00,553500
04/19/2012 0:00,653000
04/20/2012 0:00,423000
04/20/2012 0:00,440000
04/20/2012 0:00,490000
04/20/2012 0:00,520000
04/20/2012 0:00,520000
04/21/2012 0:00,440000
04/21/2012 0:00,499000
04/23/2012 0:00,365000
04/23/2012 0:00,435000
04/23/2012 0:00,525000
04/23/2012 0:00,595000
04/23/2012 0:00,695000
04/23/2012 0:00,800000
04/24/2012 0:00,444000
04/25/2012 0:00,366000
04/26/2012 0:00,412550
04/26/2012 0:00,420000
04/26/2012 0:00,470000
04/26/2012 0:00,489000
04/26/2012 0:00,509000
04/27/2012 0:00,441000
04/27/2012 0:00,538500
04/27/2012 0:00,545000
04/27/2012 0:00,775000
04/27/2012 0:00,1900000
04/28/2012 0:00,480000
04/28/2012 0:00,495000
04/28/2012 0:00,535000
04/28/2012 0:00,710000
04/30/2012 0:00,500000
04/30/2012 0:00,542500
05/01/2012 0:00,400000
05/01/2012 0:00,445000
05/01/2012 0:00,477000
05/01/2012 0:00,568000
05/01/2012 0:00,600000
05/02/2012 0:00,450000
05/03/2012 0:00,398000
05/03/2012 0:00,414000
05/03/2012 0:00,461000
05/03/2012 0:00,490000
05/03/2012 0:00,515000
05/03/2012 0:00,565000
05/03/2012 0:00,580000
05/03/2012 0:00,581000
05/03/2012 0:00,596000
05/03/2012 0:00,630000
05/03/2012 0:00,641000
05/04/2012 0:00,430000
05/04/2012 0:00,494125
05/04/2012 0:00,505000
05/04/2012 0:00,569000
05/05/2012 0:00,375000
05/05/2012 0:00,527000
05/05/2012 0:00,540000
05/05/2012 0:00,765000
05/07/2012 0:00,405000
05/07/2012 0:00,450000
05/07/2012 0:00,465000
05/07/2012 0:00,465000
05/07/2012 0:00,495000
05/07/2012 0:00,555000
05/07/2012 0:00,600000
05/07/2012 0:00,620000
05/07/2012 0:00,785000
05/07/2012 0:00,935000
05/08/2012 0:00,389000
05/08/2012 0:00,395000
05/08/2012 0:00,425000
05/08/2012 0:00,430000
05/08/2012 0:00,585000
05/08/2012 0:00,701000
05/08/2012 0:00,1150000
05/09/2012 0:00,436000
05/09/2012 0:00,455000
05/09/2012 0:00,525000
05/09/2012 0:00,540000
05/09/2012 0:00,635000
05/09/2012 0:00,850000
05/10/2012 0:00,359000
05/10/2012 0:00,445000
05/10/2012 0:00,454700
05/10/2012 0:00,545000
05/10/2012 0:00,555000
05/10/2012 0:00,847000
05/11/2012 0:00,416500
05/11/2012 0:00,450000
05/11/2012 0:00,468000
05/11/2012 0:00,500000
05/11/2012 0:00,510000
05/12/2012 0:00,440000
05/12/2012 0:00,492500
05/12/2012 0:00,585000
05/12/2012 0:00,725000
05/12/2012 0:00,815000
05/14/2012 0:00,405000
05/14/2012 0:00,482500
05/14/2012 0:00,483000
05/14/2012 0:00,550000
05/15/2012 0:00,382000
05/15/2012 0:00,419000
05/15/2012 0:00,455000
05/16/2012 0:00,327500
05/16/2012 0:00,375000
05/16/2012 0:00,470000
05/16/2012 0:00,530000
05/16/2012 0:00,650000
05/17/2012 0:00,445000
05/17/2012 0:00,449950
05/17/2012 0:00,497500
05/17/2012 0:00,515000
05/17/2012 0:00,618000
05/18/2012 0:00,432500
05/18/2012 0:00,485000
05/18/2012 0:00,540000
05/18/2012 0:00,795500
05/19/2012 0:00,521000
05/19/2012 0:00,613000
05/19/2012 0:00,660000
05/19/2012 0:00,730000
05/21/2012 0:00,239000
05/21/2012 0:00,412500
05/21/2012 0:00,429000
05/21/2012 0:00,459000
05/21/2012 0:00,505000
05/21/2012 0:00,510000
05/21/2012 0:00,525000
05/21/2012 0:00,548000
05/21/2012 0:00,560000
05/21/2012 0:00,570000
05/21/2012 0:00,845000
05/21/2012 0:00,870000
05/22/2012 0:00,380000
05/22/2012 0:00,534000
05/22/2012 0:00,615000
05/23/2012 0:00,440000
05/23/2012 0:00,460000
05/23/2012 0:00,545000
05/23/2012 0:00,590000
05/23/2012 0:00,605000
05/23/2012 0:00,675000
05/24/2012 0:00,400000
05/24/2012 0:00,437500
05/24/2012 0:00,450000
05/24/2012 0:00,515750
05/24/2012 0:00,535000
05/24/2012 0:00,825000
05/24/2012 0:00,967000
05/24/2012 0:00,1163000
05/25/2012 0:00,405000
05/25/2012 0:00,425000
05/25/2012 0:00,430000
05/25/2012 0:00,435000
05/25/2012 0:00,463000
05/25/2012 0:00,485000
05/25/2012 0:00,512000
05/25/2012 0:00,525000
05/25/2012 0:00,540000
05/25/2012 0:00,550000
05/25/2012 0:00,595000
05/25/2012 0:00,612000
05/26/2012 0:00,457500
05/26/2012 0:00,642500
05/26/2012 0:00,1350000
05/28/2012 0:00,400000
05/28/2012 0:00,410000
05/28/2012 0:00,435000
05/28/2012 0:00,525000
05/29/2012 0:00,420000
05/29/2012 0:00,517000
05/29/2012 0:00,522500
05/29/2012 0:00,610000
05/29/2012 0:00,662220
05/29/2012 0:00,1460000
05/30/2012 0:00,375000
05/30/2012 0:00,425000
05/30/2012 0:00,449000
05/31/2012 0:00,445000
05/31/2012 0:00,474500
05/31/2012 0:00,517500
05/31/2012 0:00,520000
05/31/2012 0:00,530000
05/31/2012 0:00,626500
05/31/2012 0:00,1200000
06/01/2012 0:00,410500
06/01/2012 0:00,535000
06/01/2012 0:00,575000
06/02/2012 0:00,450000
06/02/2012 0:00,535000
06/02/2012 0:00,780000
06/04/2012 0:00,475000
06/05/2012 0:00,400000
06/05/2012 0:00,450000
06/05/2012 0:00,470000
06/05/2012 0:00,494950
06/05/2012 0:00,580000
06/06/2012 0:00,451000
06/06/2012 0:00,470000
06/06/2012 0:00,473000
06/06/2012 0:00,500000
06/06/2012 0:00,640000
06/07/2012 0:00,415000
06/07/2012 0:00,430000
06/07/2012 0:00,453000
06/07/2012 0:00,490000
06/07/2012 0:00,546000
06/07/2012 0:00,552500
06/07/2012 0:00,703750
06/08/2012 0:00,415000
06/08/2012 0:00,457000
06/08/2012 0:00,469900
06/08/2012 0:00,470000
06/08/2012 0:00,470500
06/08/2012 0:00,490000
06/08/2012 0:00,760000
06/11/2012 0:00,692500
06/12/2012 0:00,480000
06/12/2012 0:00,505000
06/12/2012 0:00,546000
06/13/2012 0:00,415000
06/14/2012 0:00,281000
06/14/2012 0:00,365000
06/14/2012 0:00,513000
06/14/2012 0:00,515000
06/14/2012 0:00,551000
06/14/2012 0:00,850000
06/15/2012 0:00,365000
06/15/2012 0:00,385000
06/15/2012 0:00,500000
06/16/2012 0:00,765000
06/16/2012 0:00,770000
06/18/2012 0:00,390000
06/18/2012 0:00,396700
06/18/2012 0:00,441000
06/18/2012 0:00,472000
06/18/2012 0:00,515000
06/18/2012 0:00,536000
06/18/2012 0:00,590000
06/18/2012 0:00,612000
06/18/2012 0:00,1500000
06/19/2012 0:00,469000
06/19/2012 0:00,520000
06/20/2012 0:00,490000
06/20/2012 0:00,565000
06/20/2012 0:00,615000
06/21/2012 0:00,517500
06/22/2012 0:00,394000
06/22/2012 0:00,450000
06/22/2012 0:00,510000
06/22/2012 0:00,569000
06/23/2012 0:00,510000
06/25/2012 0:00,446000
06/25/2012 0:00,480000
06/25/2012 0:00,535000
06/25/2012 0:00,736000
06/25/2012 0:00,745000
06/25/2012 0:00,822500
06/25/2012 0:00,1010000
06/26/2012 0:00,406000
06/26/2012 0:00,493000
06/26/2012 0:00,515500
06/26/2012 0:00,650000
06/27/2012 0:00,410000
06/27/2012 0:00,415000
06/27/2012 0:00,445000
06/27/2012 0:00,485000
06/27/2012 0:00,500000
06/27/2012 0:00,502000
06/27/2012 0:00,512000
06/27/2012 0:00,525500
06/27/2012 0:00,595000
06/28/2012 0:00,425000
06/28/2012 0:00,550000
06/28/2012 0:00,560000
06/28/2012 0:00,585000
06/28/2012 0:00,597500
06/28/2012 0:00,675000
06/29/2012 0:00,407000
06/29/2012 0:00,410000
06/29/2012 0:00,425000
06/29/2012 0:00,490000
06/29/2012 0:00,496000
06/29/2012 0:00,505000
06/29/2012 0:00,530000
06/29/2012 0:00,535000
06/29/2012 0:00,575000
06/29/2012 0:00,580000
06/29/2012 0:00,587500
06/29/2012 0:00,835000
06/29/2012 0:00,895000
06/30/2012 0:00,500000
06/30/2012 0:00,580000
06/30/2012 0:00,650000
07/02/2012 0:00,347000
07/02/2012 0:00,422000
07/02/2012 0:00,435000
07/02/2012 0:00,488000
07/02/2012 0:00,516000
07/02/2012 0:00,620000
07/03/2012 0:00,375000
07/03/2012 0:00,420000
07/03/2012 0:00,425000
07/03/2012 0:00,447000
07/03/2012 0:00,490000
07/03/2012 0:00,558500
07/03/2012 0:00,887500
07/04/2012 0:00,422500
07/04/2012 0:00,472000
07/04/2012 0:00,500000
07/04/2012 0:00,854000
07/04/2012 0:00,900000
07/05/2012 0:00,438000
07/05/2012 0:00,478000
07/05/2012 0:00,530000
07/05/2012 0:00,540000
07/05/2012 0:00,840000
07/06/2012 0:00,350000
07/06/2012 0:00,445000
07/06/2012 0:00,535000
07/06/2012 0:00,560000
07/06/2012 0:00,625000
07/06/2012 0:00,650000
07/06/2012 0:00,653000
07/07/2012 0:00,425000
07/07/2012 0:00,720000
07/09/2012 0:00,590000
07/09/2012 0:00,690000
07/10/2012 0:00,485000
07/10/2012 0:00,549000
07/10/2012 0:00,590000
07/11/2012 0:00,485000
07/11/2012 0:00,511000
07/11/2012 0:00,545000
07/11/2012 0:00,578000
07/12/2012 0:00,506500
07/12/2012 0:00,1300000
07/13/2012 0:00,412500
07/13/2012 0:00,425000
07/13/2012 0:00,480000
07/13/2012 0:00,612500
07/13/2012 0:00,810000
07/14/2012 0:00,515000
07/14/2012 0:00,817000
07/15/2012 0:00,517000
07/15/2012 0:00,695000
07/16/2012 0:00,435000
07/16/2012 0:00,441000
07/16/2012 0:00,460000
07/16/2012 0:00,465000
07/16/2012 0:00,480000
07/16/2012 0:00,505000
07/16/2012 0:00,511000
07/16/2012 0:00,530000
07/16/2012 0:00,580000
07/16/2012 0:00,730000
07/17/2012 0:00,259000
07/18/2012 0:00,410000
07/18/2012 0:00,442800
07/18/2012 0:00,572500
07/18/2012 0:00,595000
07/18/2012 0:00,710000
07/18/2012 0:00,795000
07/19/2012 0:00,420000
07/19/2012 0:00,472000
07/19/2012 0:00,560000
07/20/2012 0:00,453000
07/20/2012 0:00,530000
07/20/2012 0:00,560000
07/20/2012 0:00,602500
07/20/2012 0:00,840000
07/21/2012 0:00,430000
07/23/2012 0:00,428000
07/23/2012 0:00,505000
07/23/2012 0:00,620000
07/23/2012 0:00,800000
07/24/2012 0:00,470000
07/24/2012 0:00,500000
07/24/2012 0:00,510000
07/24/2012 0:00,530000
07/24/2012 0:00,687000
07/24/2012 0:00,850000
07/25/2012 0:00,430000
07/25/2012 0:00,441000
07/25/2012 0:00,442000
07/25/2012 0:00,455000
07/25/2012 0:00,459000
07/25/2012 0:00,500000
07/25/2012 0:00,605000
07/26/2012 0:00,630000
07/26/2012 0:00,1450000
07/27/2012 0:00,380000
07/27/2012 0:00,408000
07/27/2012 0:00,470000
07/27/2012 0:00,640000
07/28/2012 0:00,696000
07/28/2012 0:00,745000
07/28/2012 0:00,821000
07/28/2012 0:00,936000
07/28/2012 0:00,975000
07/28/2012 0:00,1105000
07/30/2012 0:00,367000
07/30/2012 0:00,410000
07/30/2012 0:00,415000
07/30/2012 0:00,492111
07/30/2012 0:00,525000
07/30/2012 0:00,622000
07/30/2012 0:00,660000
07/30/2012 0:00,768000
07/31/2012 0:00,270000
07/31/2012 0:00,405000
07/31/2012 0:00,406000
07/31/2012 0:00,433000
07/31/2012 0:00,516000
07/31/2012 0:00,540000
07/31/2012 0:00,925000
08/01/2012 0:00,285000
08/01/2012 0:00,447000
08/01/2012 0:00,527500
08/02/2012 0:00,390000
08/02/2012 0:00,392000
08/02/2012 0:00,458000
08/02/2012 0:00,760000
08/02/2012 0:00,830000
08/02/2012 0:00,1005000
08/03/2012 0:00,330000
08/03/2012 0:00,365000
08/03/2012 0:00,470000
08/03/2012 0:00,515000
08/03/2012 0:00,529950
08/03/2012 0:00,559950
08/03/2012 0:00,585000
08/03/2012 0:00,617000
08/03/2012 0:00,667500
08/04/2012 0:00,694000
08/04/2012 0:00,716000
08/04/2012 0:00,750000
08/04/2012 0:00,845000
08/06/2012 0:00,500000
08/06/2012 0:00,532500
08/06/2012 0:00,550000
08/06/2012 0:00,610000
08/07/2012 0:00,440000
08/07/2012 0:00,545000
08/07/2012 0:00,575000
08/08/2012 0:00,355000
08/08/2012 0:00,365000
08/08/2012 0:00,415000
08/08/2012 0:00,420000
08/08/2012 0:00,425000
08/09/2012 0:00,355000
08/09/2012 0:00,540000
08/10/2012 0:00,510000
08/10/2012 0:00,530000
08/10/2012 0:00,590000
08/10/2012 0:00,655000
08/11/2012 0:00,370000
08/11/2012 0:00,400000
08/11/2012 0:00,820000
08/11/2012 0:00,825000
08/12/2012 0:00,447000
08/13/2012 0:00,385500
08/13/2012 0:00,392000
08/13/2012 0:00,415000
08/13/2012 0:00,499000
08/13/2012 0:00,525000
08/13/2012 0:00,615000
08/13/2012 0:00,635000
08/13/2012 0:00,955000
08/14/2012 0:00,350000
08/14/2012 0:00,410000
08/14/2012 0:00,420000
08/14/2012 0:00,570000
08/14/2012 0:00,641000
08/15/2012 0:00,360000
08/15/2012 0:00,366000
08/15/2012 0:00,405000
08/15/2012 0:00,570000
08/15/2012 0:00,575000
08/15/2012 0:00,580000
08/15/2012 0:00,660000
08/16/2012 0:00,418000
08/16/2012 0:00,425000
08/16/2012 0:00,627003
08/16/2012 0:00,651000
08/16/2012 0:00,760000
08/17/2012 0:00,367500
08/17/2012 0:00,430000
08/17/2012 0:00,473000
08/17/2012 0:00,485000
08/17/2012 0:00,495000
08/17/2012 0:00,510000
08/17/2012 0:00,523000
08/17/2012 0:00,575000
08/17/2012 0:00,597500
08/17/2012 0:00,730000
08/18/2012 0:00,601000
08/18/2012 0:00,616000
08/18/2012 0:00,625000
08/18/2012 0:00,880000
08/20/2012 0:00,300000
08/20/2012 0:00,387500
08/20/2012 0:00,410000
08/20/2012 0:00,437500
08/20/2012 0:00,450000
08/21/2012 0:00,425000
08/21/2012 0:00,495000
08/21/2012 0:00,500000
08/21/2012 0:00,535000
08/22/2012 0:00,480000
08/22/2012 0:00,542000
08/22/2012 0:00,599000
08/22/2012 0:00,630000
08/23/2012 0:00,305000
08/23/2012 0:00,475000
08/23/2012 0:00,605000
08/23/2012 0:00,612000
08/23/2012 0:00,1500000
08/24/2012 0:00,385000
08/24/2012 0:00,405000
08/24/2012 0:00,421000
08/24/2012 0:00,480000
08/24/2012 0:00,508000
08/24/2012 0:00,535000
08/24/2012 0:00,610000
08/24/2012 0:00,659000
08/25/2012 0:00,466000
08/25/2012 0:00,647000
08/25/2012 0:00,657500
08/25/2012 0:00,665000
08/27/2012 0:00,391000
08/27/2012 0:00,482500
08/27/2012 0:00,510000
08/27/2012 0:00,610000
08/27/2012 0:00,860000
08/28/2012 0:00,385000
08/28/2012 0:00,445000
08/28/2012 0:00,465000
08/28/2012 0:00,510000
08/28/2012 0:00,558000
08/28/2012 0:00,600000
08/29/2012 0:00,357000
08/29/2012 0:00,392500
08/29/2012 0:00,440100
08/29/2012 0:00,445000
08/29/2012 0:00,452000
08/29/2012 0:00,465000
08/29/2012 0:00,538000
08/29/2012 0:00,550000
08/29/2012 0:00,570000
08/29/2012 0:00,605000
08/30/2012 0:00,365000
08/30/2012 0:00,367000
08/30/2012 0:00,540000
08/30/2012 0:00,619000
08/30/2012 0:00,720000
08/30/2012 0:00,875000
08/31/2012 0:00,390000
08/31/2012 0:00,400000
08/31/2012 0:00,412000
08/31/2012 0:00,415000
08/31/2012 0:00,430000
08/31/2012 0:00,480000
08/31/2012 0:00,495000
08/31/2012 0:00,525000
08/31/2012 0:00,560000
08/31/2012 0:00,580000
08/31/2012 0:00,651000
08/31/2012 0:00,810000
09/01/2012 0:00,563000
09/01/2012 0:00,640000
09/01/2012 0:00,863000
09/03/2012 0:00,440000
09/03/2012 0:00,617000
09/05/2012 0:00,421000
09/05/2012 0:00,463000
09/05/2012 0:00,507000
09/05/2012 0:00,532000
09/05/2012 0:00,543000
09/05/2012 0:00,560000
09/05/2012 0:00,593000
09/05/2012 0:00,2760000
09/06/2012 0:00,392500
09/07/2012 0:00,435000
09/07/2012 0:00,470500
09/07/2012 0:00,510000
09/07/2012 0:00,510000
09/07/2012 0:00,527500
09/07/2012 0:00,550000
09/07/2012 0:00,585000
09/07/2012 0:00,610000
09/07/2012 0:00,740000
09/07/2012 0:00,837000
09/08/2012 0:00,346000
09/08/2012 0:00,905000
09/09/2012 0:00,763000
09/10/2012 0:00,387000
09/10/2012 0:00,415000
09/10/2012 0:00,429000
09/10/2012 0:00,430000
09/10/2012 0:00,525000
09/10/2012 0:00,1550000
09/11/2012 0:00,379000
09/11/2012 0:00,430000
09/11/2012 0:00,517000
09/11/2012 0:00,589000
09/11/2012 0:00,609000
09/11/2012 0:00,860000
09/11/2012 0:00,1000000
09/12/2012 0:00,388500
09/12/2012 0:00,411000
09/12/2012 0:00,442000
09/12/2012 0:00,685000
09/12/2012 0:00,755000
09/13/2012 0:00,495000
09/13/2012 0:00,510000
09/13/2012 0:00,543000
09/14/2012 0:00,405000
09/14/2012 0:00,412000
09/14/2012 0:00,435000
09/14/2012 0:00,480000
09/14/2012 0:00,515000
09/14/2012 0:00,530000
09/14/2012 0:00,580000
09/15/2012 0:00,440000
09/15/2012 0:00,500000
09/15/2012 0:00,605000
09/15/2012 0:00,664000
09/15/2012 0:00,677000
09/15/2012 0:00,862000
09/17/2012 0:00,390000
09/17/2012 0:00,410000
09/17/2012 0:00,460000
09/17/2012 0:00,525000
09/17/2012 0:00,595000
09/17/2012 0:00,604000
09/17/2012 0:00,652000
09/17/2012 0:00,818000
09/18/2012 0:00,321000
09/18/2012 0:00,380000
09/18/2012 0:00,435000
09/18/2012 0:00,572500
09/19/2012 0:00,411650
09/19/2012 0:00,425000
09/19/2012 0:00,625000
09/19/2012 0:00,820000
09/19/2012 0:00,935000
09/20/2012 0:00,455000
09/20/2012 0:00,480000
09/20/2012 0:00,563000
09/20/2012 0:00,570000
09/20/2012 0:00,715000
09/21/2012 0:00,430000
09/21/2012 0:00,516250
09/21/2012 0:00,565000
09/21/2012 0:00,660000
09/21/2012 0:00,670000
09/22/2012 0:00,416500
09/22/2012 0:00,450000
09/22/2012 0:00,544000
09/22/2012 0:00,590000
09/22/2012 0:00,696000
09/22/2012 0:00,711000
09/22/2012 0:00,720000
09/22/2012 0:00,770000
09/22/2012 0:00,785000
09/22/2012 0:00,795000
09/22/2012 0:00,822000
09/22/2012 0:00,823000
09/22/2012 0:00,865000
09/22/2012 0:00,890000
09/22/2012 0:00,900000
09/22/2012 0:00,1010000
09/22/2012 0:00,1605000
09/23/2012 0:00,516000
09/24/2012 0:00,336000
09/24/2012 0:00,393000
09/24/2012 0:00,450000
09/24/2012 0:00,455000
09/24/2012 0:00,473000
09/24/2012 0:00,537200
09/24/2012 0:00,580000
09/24/2012 0:00,675000
09/25/2012 0:00,430000
09/25/2012 0:00,506050
09/25/2012 0:00,591000
09/25/2012 0:00,645100
09/26/2012 0:00,429000
09/26/2012 0:00,430000
09/26/2012 0:00,450000
09/26/2012 0:00,619000
09/27/2012 0:00,385000
09/27/2012 0:00,425000
09/27/2012 0:00,480000
09/27/2012 0:00,675500
09/28/2012 0:00,420000
09/28/2012 0:00,465000
09/28/2012 0:00,470000
09/28/2012 0:00,505000
09/28/2012 0:00,540000
09/28/2012 0:00,540000
09/28/2012 0:00,560000
09/28/2012 0:00,566000
09/28/2012 0:00,650000
09/28/2012 0:00,721000
09/28/2012 0:00,875000
09/29/2012 0:00,490000
09/29/2012 0:00,618000
09/29/2012 0:00,648000
09/30/2012 0:00,552000
10/02/2012 0:00,560000
10/02/2012 0:00,698500
10/03/2012 0:00,411000
10/03/2012 0:00,467500
10/03/2012 0:00,540000
10/03/2012 0:00,575000
